"X"	"p"	"dist"
3	0.18539	26.5
3	0.21173	26.6
3	0.48509	26.6
1	0.44632	26.7
1	0.10835	26.7
1	0.10686	26.7
1	0.24652	26.7
1	0.43688	26.7
1	0.0835	26.7
1	0.31064	26.7
1	0.09394	26.7
3	0.15755	26.7
1	0.06213	26.7
3	0.2331	26.7
3	0.34841	26.7
3	0.17744	26.7
1	0.07207	26.7
3	0.34891	26.7
3	0.47962	26.7
3	0.0502	26.8
1	0.1004	26.8
1	0.05268	26.8
1	0.22614	26.8
1	0.21074	26.8
1	0.16203	26.8
1	0.13419	26.8
1	0.1665	26.8
1	0.12028	26.8
1	0.05716	26.8
1	0.06312	26.8
1	0.10487	26.8
1	0.09294	26.8
1	0.12078	26.8
1	0.18638	26.9
1	0.21521	26.9
1	0.06213	26.9
3	0.30666	26.9
1	0.12823	26.9
3	0.28082	26.9
3	0.07903	26.9
3	0.14165	26.9
1	0.05318	26.9
3	0.35835	26.9
1	0.05368	26.9
1	0.18141	26.9
1	0.05567	26.9
3	0.10934	27
3	0.39662	27
3	0.1829	27
1	0.07256	27
1	0.30517	27
1	0.25845	27
1	0.08847	27
1	0.23559	27
1	0.15855	27
1	0.29125	27.1
1	0.24553	27.1
1	0.07555	27.1
1	0.31859	27.1
1	0.14115	27.1
1	0.20229	27.1
1	0.06163	27.1
1	0.13767	27.1
1	0.11978	27.1
1	0.26839	27.1
1	0.08847	27.1
1	0.13767	27.1
1	0.28579	27.1
1	0.16998	27.1
3	0.08648	27.1
3	0.21918	27.2
3	0.38121	27.2
3	0.43588	27.2
1	0.3002	27.2
1	0.25149	27.2
1	0.05318	27.2
1	0.09592	27.2
1	0.20875	27.2
1	0.14115	27.2
3	0.07157	27.2
1	0.08449	27.3
3	0.4508	27.3
3	0.30915	27.3
1	0.06759	27.3
3	0.28082	27.3
3	0.3504	27.3
1	0.19732	27.3
1	0.05219	27.3
3	0.31113	27.3
1	0.13072	27.4
3	0.32753	27.4
1	0.0835	27.4
1	0.05268	27.4
3	0.40209	27.4
3	0.28628	27.4
3	0.40706	27.4
3	0.28082	27.4
3	0.1337	27.4
1	0.15457	27.4
1	0.27435	27.4
1	0.17893	27.4
1	0.12177	27.4
1	0.08897	27.4
3	0.25	27.4
1	0.06262	27.4
1	0.17247	27.5
3	0.05716	27.5
3	0.28579	27.5
1	0.14712	27.5
1	0.15805	27.5
1	0.18489	27.5
3	0.15557	27.5
1	0.11332	27.5
1	0.19284	27.5
3	0.47217	27.5
1	0.1665	27.5
3	0.27883	27.5
3	0.30417	27.5
3	0.27783	27.5
1	0.05467	27.6
3	0.45726	27.6
3	0.38022	27.6
3	0.40805	27.6
3	0.39463	27.6
3	0.21819	27.7
3	0.26044	27.7
3	0.13718	27.7
1	0.05268	27.7
3	0.30169	27.8
3	0.13966	27.8
1	0.05616	27.8
3	0.49254	27.8
1	0.08151	27.8
1	0.23757	27.8
1	0.23757	27.8
1	0.23757	27.8
1	0.07157	27.8
3	0.06213	27.9
3	0.45577	27.9
1	0.42793	27.9
1	0.10686	27.9
1	0.42545	27.9
1	0.29771	27.9
1	0.12674	27.9
3	0.17992	27.9
1	0.37276	27.9
1	0.3161	27.9
1	0.34394	27.9
1	0.11928	27.9
3	0.21968	27.9
1	0.09195	28
3	0.05616	28
3	0.18489	28
1	0.08648	28
3	0.41004	28
1	0.15706	28
3	0.30616	28
1	0.10089	28
3	0.12376	28
1	0.09095	28.1
1	0.07207	28.1
1	0.25348	28.1
1	0.18588	28.1
3	0.35785	28.1
3	0.36829	28.1
3	0.1496	28.1
1	0.21471	28.1
3	0.15507	28.1
1	0.21372	28.1
3	0.11183	28.1
3	0.32654	28.1
3	0.13718	28.1
1	0.1501	28.2
3	0.11581	28.2
3	0.18986	28.2
3	0.15706	28.2
3	0.45676	28.2
3	0.43837	28.2
3	0.41451	28.2
3	0.33499	28.2
1	0.13718	28.2
1	0.35984	28.3
3	0.27038	28.4
3	0.11978	28.4
1	0.2341	28.5
1	0.05268	28.5
1	0.32356	28.5
1	0.23559	28.5
1	0.32207	28.5
1	0.06461	28.5
1	0.17495	28.5
3	0.35736	28.6
3	0.22366	28.6
1	0.05716	28.6
3	0.29722	28.6
3	0.30467	28.6
3	0.28181	28.6
3	0.417	28.6
3	0.27386	28.6
3	0.44334	28.7
3	0.20427	28.7
3	0.16054	28.7
3	0.44384	28.7
3	0.4339	28.7
3	0.20527	28.7
1	0.07356	29
3	0.06014	29
1	0.05119	29
3	0.05666	29
3	0.49254	29
1	0.05169	29
1	0.0502	29.1
1	0.10239	29.1
1	0.05169	29.1
3	0.08748	29.1
3	0.48956	29.2
3	0.37425	29.2
1	0.06809	29.2
3	0.3996	29.2
1	0.12624	29.2
3	0.45726	29.2
3	0.33797	29.2
3	0.45477	29.3
3	0.3007	29.3
1	0.07654	29.4
3	0.42296	29.5
3	0.29821	29.5
3	0.13867	29.6
1	0.15905	29.6
3	0.49503	29.6
3	0.41203	29.6
3	0.25497	29.6
3	0.43539	29.6
1	0.11581	29.6
3	0.10736	29.6
1	0.34692	29.6
1	0.19483	29.6
1	0.17495	29.7
3	0.22714	29.7
3	0.46123	29.7
1	0.23857	29.7
3	0.14612	29.7
3	0.22664	29.7
3	0.38469	29.7
1	0.15805	29.7
1	0.07704	29.7
3	0.33748	29.7
1	0.08549	29.7
3	0.18241	29.7
3	0.17346	29.7
1	0.35885	29.7
3	0.14811	29.8
1	0.10984	29.8
1	0.07604	29.8
3	0.49553	29.8
1	0.05119	29.8
3	0.16551	29.8
1	0.18191	29.8
1	0.16352	29.8
3	0.2331	29.8
3	0.05915	29.8
1	0.05865	29.8
1	0.09791	29.8
1	0.08946	29.8
1	0.19284	29.8
3	0.44831	29.8
3	0.44085	29.8
1	0.25298	29.9
1	0.08499	29.9
1	0.20974	29.9
1	0.20378	29.9
1	0.11879	29.9
3	0.09344	30
1	0.12227	30
1	0.33847	30
3	0.11183	30
1	0.06163	30
1	0.07157	30
3	0.20726	30
1	0.09791	30
1	0.07803	30.1
3	0.19433	30.1
1	0.33052	30.1
3	0.166	30.1
1	0.0994	30.1
1	0.07107	30.1
3	0.39612	30.1
1	0.33052	30.1
1	0.1168	30.1
3	0.06859	30.1
1	0.19483	30.1
1	0.1501	30.2
1	0.10089	30.2
1	0.23161	30.2
3	0.25596	30.2
3	0.21869	30.2
1	0.07903	30.2
1	0.13867	30.2
3	0.05567	30.2
1	0.09543	30.2
3	0.28628	30.2
3	0.3499	30.2
1	0.11829	30.2
1	0.07306	30.2
3	0.21272	30.2
1	0.16302	30.3
1	0.23459	30.3
1	0.28181	30.3
1	0.09294	30.3
1	0.07256	30.3
1	0.37127	30.3
3	0.32853	30.3
3	0.11233	30.3
3	0.32704	30.3
1	0.17843	30.3
3	0.37624	30.3
3	0.12078	30.3
1	0.21521	30.3
1	0.25547	30.3
1	0.18439	30.3
1	0.22863	30.3
3	0.34046	30.3
3	0.15159	30.3
3	0.19533	30.3
1	0.05716	30.3
3	0.13817	30.3
1	0.20229	30.3
3	0.38072	30.3
3	0.21869	30.4
3	0.14662	30.4
3	0.05219	30.4
1	0.14911	30.4
1	0.20129	30.4
1	0.08748	30.5
1	0.19781	30.5
3	0.21173	30.6
3	0.48509	30.6
3	0.46322	30.6
1	0.08847	30.7
1	0.15954	30.7
1	0.15706	30.7
1	0.14016	30.7
1	0.20924	30.7
1	0.06213	30.7
3	0.3166	30.7
3	0.49553	30.7
1	0.17793	30.7
1	0.09095	30.7
3	0.40258	30.7
1	0.07107	30.7
3	0.49354	30.7
1	0.08549	30.7
3	0.34493	30.7
3	0.39612	30.7
3	0.41203	30.7
3	0.49404	30.7
1	0.1173	30.8
1	0.10139	30.8
1	0.34692	30.8
1	0.0507	30.8
1	0.39761	30.8
1	0.21819	30.8
1	0.17097	30.8
1	0.05318	30.8
1	0.23509	30.8
1	0.07903	30.8
3	0.23956	30.8
3	0.10089	30.8
3	0.09095	30.8
1	0.1998	30.9
3	0.27237	30.9
3	0.3002	30.9
1	0.08201	30.9
3	0.24602	30.9
3	0.35239	30.9
3	0.32604	30.9
3	0.39165	30.9
3	0.29672	31
3	0.25398	31
1	0.05268	31
1	0.22316	31
1	0.15606	31
1	0.23459	31
3	0.2331	31
3	0.25746	31
3	0.47068	31
1	0.24304	31
1	0.34443	31
1	0.07853	31
1	0.26392	31
3	0.43042	31
3	0.35984	31.1
1	0.06412	31.1
1	0.07455	31.1
1	0.30219	31.1
1	0.16899	31.1
1	0.15905	31.1
1	0.09742	31.1
1	0.19732	31.1
1	0.09642	31.1
1	0.25845	31.1
3	0.49652	31.1
3	0.07107	31.1
3	0.21571	31.1
3	0.2664	31.1
1	0.10139	31.1
1	0.12376	31.1
1	0.06312	31.1
1	0.10139	31.1
3	0.33698	31.1
1	0.12873	31.1
3	0.15606	31.1
3	0.47962	31.2
1	0.13966	31.3
3	0.20676	31.4
1	0.0502	31.5
3	0.17247	31.5
3	0.40159	31.5
3	0.43588	31.5
3	0.43688	31.5
1	0.0825	31.5
3	0.44334	31.6
3	0.05318	31.6
3	0.08201	31.6
3	0.11233	31.6
3	0.08449	31.6
1	0.1998	31.7
1	0.0825	31.7
1	0.05169	31.7
1	0.06759	31.7
3	0.24851	31.7
3	0.37127	31.7
3	0.25696	31.7
1	0.1327	31.7
1	0.14712	31.7
3	0.22068	31.8
1	0.32853	31.8
3	0.10437	31.8
3	0.49553	31.9
1	0.36431	31.9
3	0.49553	31.9
1	0.37773	31.9
1	0.07604	31.9
1	0.39364	31.9
3	0.33996	32
1	0.07604	32
3	0.40805	32
1	0.1168	32
1	0.12922	32
3	0.22117	32
3	0.32455	32.1
1	0.10139	32.1
3	0.22117	32.1
3	0.49453	32.1
1	0.1327	32.1
3	0.23857	32.1
1	0.36978	32.1
3	0.47416	32.1
3	0.09195	32.1
1	0.17097	32.1
1	0.38221	32.1
3	0.08648	32.1
3	0.06759	32.2
3	0.27734	32.2
3	0.26839	32.2
3	0.44384	32.2
3	0.47167	32.2
1	0.24503	32.2
3	0.27435	32.2
3	0.47763	32.3
1	0.07256	32.3
1	0.10934	32.3
1	0.18191	32.3
1	0.12177	32.3
1	0.06412	32.3
1	0.06412	32.3
1	0.09344	32.3
3	0.31561	32.3
3	0.23608	32.3
1	0.084	32.3
1	0.07555	32.3
3	0.24901	32.3
1	0.06312	32.4
1	0.07903	32.4
1	0.05268	32.4
1	0.05119	32.4
1	0.10885	32.4
3	0.34493	32.5
1	0.10934	32.5
3	0.05815	32.5
1	0.27386	32.5
3	0.32406	32.5
3	0.35586	32.5
1	0.26441	32.5
3	0.34642	32.5
3	0.36481	32.5
1	0.05417	32.6
3	0.08946	32.6
3	0.06561	32.6
1	0.15954	32.6
3	0.39364	32.6
1	0.30169	32.6
3	0.083	32.6
1	0.27783	32.6
3	0.34493	32.6
3	0.30964	32.6
3	0.38569	32.6
3	0.3007	32.6
3	0.35388	32.6
3	0.41352	32.6
1	0.05119	32.6
3	0.33052	32.6
3	0.41451	32.7
3	0.4165	32.7
1	0.05666	32.7
3	0.25547	32.7
3	0.20676	32.7
3	0.17048	32.7
1	0.15457	32.7
1	0.20278	32.7
1	0.08847	32.7
3	0.21968	32.7
3	0.13419	32.7
3	0.18191	32.8
3	0.19384	32.8
3	0.3325	32.8
1	0.0825	32.8
3	0.3996	32.9
3	0.19085	32.9
3	0.44185	32.9
1	0.21869	32.9
1	0.24254	32.9
1	0.11332	32.9
1	0.05368	32.9
1	0.05567	32.9
1	0.18887	32.9
1	0.13569	32.9
1	0.07455	32.9
3	0.38469	32.9
3	0.44682	32.9
3	0.38867	33
1	0.26988	33
1	0.24404	33
1	0.25895	33
1	0.29076	33.1
1	0.34245	33.1
3	0.17744	33.1
1	0.21421	33.1
3	0.36382	33.1
1	0.15408	33.1
3	0.46223	33.1
3	0.4329	33.1
3	0.21272	33.2
3	0.44036	33.5
3	0.05616	33.5
3	0.47018	33.5
3	0.06064	33.5
3	0.1163	33.5
1	0.07952	33.5
1	0.05219	33.5
3	0.47763	33.5
1	0.08101	33.5
1	0.10139	33.5
1	0.07157	33.5
1	0.05169	33.5
1	0.07256	33.5
3	0.36332	33.6
3	0.34145	33.6
1	0.11829	33.6
3	0.46223	33.6
3	0.49751	33.6
1	0.09245	33.6
1	0.06014	33.7
3	0.35288	33.7
3	0.29026	33.7
3	0.32555	33.7
3	0.29871	33.7
3	0.32704	33.7
3	0.32903	33.7
1	0.11581	33.7
1	0.18837	33.8
1	0.16252	33.8
1	0.12227	33.8
1	0.33748	33.8
1	0.24751	33.8
1	0.31064	33.8
1	0.05219	33.8
1	0.12475	33.8
1	0.21074	33.9
1	0.06461	33.9
1	0.0994	33.9
1	0.12276	33.9
1	0.06262	33.9
1	0.16054	33.9
1	0.07853	33.9
1	0.05815	33.9
1	0.08698	33.9
1	0.07654	33.9
1	0.05815	33.9
1	0.27982	33.9
1	0.4001	33.9
3	0.15905	33.9
3	0.15755	33.9
3	0.38022	34
1	0.28579	34
3	0.09493	34
3	0.34344	34
3	0.41899	34
3	0.13966	34.1
3	0.31113	34.1
3	0.32157	34.1
3	0.38569	34.1
1	0.07853	34.1
3	0.24801	34.1
3	0.37475	34.1
3	0.29622	34.1
3	0.40755	34.1
3	0.40805	34.1
1	0.12425	34.1
3	0.17097	34.1
1	0.15706	34.1
2	0.20527	34.2
3	0.49901	34.2
1	0.15905	34.2
3	0.37276	34.2
2	0.15656	34.2
2	0.21173	34.2
1	0.10089	34.2
2	0.28777	34.2
1	0.05119	34.2
2	0.26342	34.3
1	0.05865	34.3
2	0.29225	34.3
2	0.23857	34.3
1	0.05467	34.3
2	0.17644	34.3
3	0.4508	34.3
1	0.0661	34.3
1	0.13171	34.3
1	0.27386	34.3
3	0.40656	34.3
3	0.40656	34.3
1	0.10338	34.3
2	0.17793	34.3
3	0.27137	34.3
3	0.37724	34.3
3	0.44036	34.3
3	0.31511	34.3
1	0.06461	34.3
1	0.39165	34.3
1	0.07306	34.3
2	0.44384	34.4
1	0.07008	34.4
1	0.06014	34.4
2	0.36382	34.4
2	0.11083	34.4
1	0.06461	34.4
2	0.23608	34.4
1	0.15209	34.4
2	0.17843	34.5
1	0.19433	34.5
2	0.25795	34.5
2	0.27237	34.5
1	0.06909	34.5
2	0.16153	34.5
2	0.06113	34.6
2	0.20179	34.6
2	0.15805	34.6
2	0.22614	34.6
2	0.06759	34.6
1	0.07704	34.6
1	0.05517	34.6
1	0.0661	34.6
3	0.39215	34.6
1	0.084	34.6
2	0.15109	34.6
2	0.08748	34.6
2	0.10089	34.6
2	0.21372	34.6
1	0.11779	34.6
2	0.26193	34.6
2	0.19085	34.6
1	0.09742	34.6
2	0.11581	34.6
2	0.167	34.7
2	0.29821	34.7
1	0.13221	34.7
1	0.07306	34.7
1	0.08748	34.8
2	0.31809	34.8
1	0.07704	34.8
2	0.06561	34.8
2	0.20626	34.8
2	0.13966	34.8
1	0.0671	34.8
2	0.2172	34.8
1	0.07903	34.9
1	0.24453	35
2	0.39115	35
1	0.13867	35
3	0.26342	35
3	0.23459	35
3	0.23708	35
3	0.34443	35
2	0.11431	35
3	0.47565	35
1	0.14513	35
2	0.13419	35.1
1	0.06859	35.1
3	0.36928	35.1
3	0.37425	35.1
1	0.25	35.1
3	0.37227	35.1
3	0.46223	35.1
3	0.34095	35.1
2	0.10189	35.1
2	0.23857	35.1
2	0.34046	35.1
3	0.38618	35.1
3	0.46074	35.1
2	0.1496	35.1
3	0.44483	35.1
1	0.1332	35.1
2	0.21521	35.2
1	0.16054	35.2
1	0.27684	35.2
2	0.17048	35.3
2	0.24205	35.4
1	0.09493	35.4
1	0.29672	35.4
1	0.10835	35.4
1	0.08052	35.4
1	0.0502	35.4
1	0.08151	35.4
2	0.10885	35.4
1	0.06014	35.4
1	0.20477	35.4
2	0.31412	35.4
2	0.23559	35.5
1	0.33598	35.5
1	0.22217	35.5
1	0.08101	35.5
1	0.13121	35.6
1	0.19235	35.6
1	0.35835	35.6
1	0.167	35.6
1	0.0661	35.6
2	0.46571	35.6
1	0.22763	35.6
1	0.12078	35.6
1	0.28628	35.6
1	0.06759	35.6
1	0.27883	35.6
1	0.35288	35.6
1	0.11978	35.6
1	0.21421	35.6
1	0.05517	35.6
1	0.0835	35.6
2	0.30716	35.7
2	0.07455	35.7
3	0.40755	35.7
3	0.37873	35.7
2	0.07753	35.7
2	0.19185	35.7
2	0.16402	35.7
2	0.0825	35.7
3	0.27734	35.7
1	0.07952	35.7
1	0.07505	35.7
3	0.2003	35.7
1	0.07356	35.7
1	0.23012	35.7
1	0.0507	35.7
2	0.07207	35.7
2	0.18091	35.7
1	0.09245	35.7
2	0.17893	35.7
2	0.42147	35.7
1	0.2331	35.7
2	0.29324	35.8
1	0.25398	35.8
1	0.12575	35.8
1	0.14761	35.8
3	0.31213	35.8
2	0.0661	35.8
2	0.17893	35.8
1	0.08648	35.8
2	0.23956	35.8
3	0.32555	35.9
3	0.34841	35.9
3	0.35537	35.9
3	0.40706	35.9
2	0.07555	35.9
1	0.06809	35.9
2	0.13519	35.9
1	0.07505	35.9
2	0.07604	35.9
2	0.23509	35.9
1	0.17594	35.9
1	0.17644	35.9
1	0.17644	35.9
1	0.17893	35.9
2	0.2162	35.9
2	0.21074	36
1	0.11133	36
2	0.10089	36
2	0.1332	36
2	0.16799	36
2	0.06362	36
1	0.05865	36
2	0.06958	36
1	0.10288	36
2	0.20676	36
1	0.13917	36
2	0.13569	36
1	0.10388	36
1	0.0661	36
2	0.10686	36
1	0.07356	36
2	0.15308	36
2	0.17147	36
1	0.09543	36
2	0.09493	36
2	0.167	36
1	0.13519	36
2	0.27982	36
2	0.14463	36.1
2	0.14513	36.1
1	0.11332	36.1
1	0.24801	36.1
2	0.23907	36.1
1	0.10089	36.1
2	0.4662	36.1
1	0.09592	36.1
2	0.2674	36.1
2	0.12873	36.1
1	0.11481	36.1
1	0.17445	36.1
3	0.333	36.2
1	0.12575	36.2
1	0.14414	36.2
1	0.18588	36.2
3	0.2997	36.2
1	0.05666	36.2
3	0.42644	36.2
3	0.42893	36.2
2	0.24354	36.2
1	0.07256	36.3
2	0.23111	36.3
2	0.05765	36.3
3	0.41799	36.3
2	0.31362	36.3
1	0.34791	36.3
3	0.24801	36.4
2	0.12078	36.4
1	0.0835	36.4
2	0.12127	36.4
1	0.12177	36.4
1	0.07952	36.5
1	0.09245	36.5
3	0.42346	36.6
1	0.20378	36.7
3	0.25398	36.7
3	0.46769	36.7
3	0.45626	36.7
3	0.26243	36.8
1	0.23509	36.9
2	0.2003	36.9
2	0.14612	36.9
2	0.07157	36.9
2	0.1675	36.9
1	0.07654	36.9
2	0.1506	36.9
2	0.22316	36.9
2	0.09841	36.9
2	0.084	36.9
3	0.30616	36.9
2	0.15557	36.9
1	0.21869	36.9
2	0.11332	36.9
2	0.46918	36.9
1	0.19334	36.9
3	0.47515	36.9
1	0.07455	36.9
2	0.17396	36.9
1	0.05268	36.9
2	0.05865	36.9
2	0.21123	36.9
1	0.0507	36.9
1	0.12674	37
2	0.19235	37
2	0.0507	37
1	0.12674	37
3	0.49652	37
1	0.17644	37
1	0.16451	37
2	0.29871	37
2	0.09791	37
1	0.20179	37
2	0.41203	37.1
1	0.19334	37.1
3	0.09592	37.1
1	0.36581	37.1
1	0.1829	37.1
1	0.20577	37.1
3	0.24006	37.1
1	0.09642	37.1
3	0.22018	37.1
1	0.18539	37.1
1	0.29871	37.1
1	0.27634	37.3
1	0.06312	37.3
1	0.19583	37.4
3	0.3499	37.4
3	0.30169	37.4
3	0.1834	37.4
1	0.05467	37.5
1	0.10586	37.5
1	0.09891	37.5
1	0.09443	37.5
3	0.19334	37.5
3	0.42644	37.5
3	0.46471	37.5
3	0.36481	37.5
1	0.1168	37.5
3	0.24453	37.5
3	0.34443	37.5
1	0.10239	37.5
1	0.12674	37.5
3	0.27137	37.5
1	0.083	37.5
1	0.0671	37.5
3	0.35487	37.5
3	0.20626	37.5
3	0.40805	37.5
1	0.24503	37.5
1	0.10239	37.5
1	0.19583	37.5
1	0.15457	37.5
1	0.10487	37.7
1	0.20328	37.7
1	0.14513	37.7
1	0.09145	37.7
1	0.2505	37.7
1	0.06262	37.7
1	0.10686	37.7
1	0.31312	37.7
1	0.1675	37.7
1	0.26143	37.7
1	0.29821	37.7
2	0.16849	37.7
3	0.29125	37.7
1	0.05417	37.7
3	0.25298	37.7
1	0.08847	37.7
1	0.07803	37.7
3	0.15507	37.7
1	0.08847	37.7
1	0.0507	37.7
1	0.09891	37.7
1	0.07356	37.7
3	0.42992	37.7
3	0.29274	37.7
1	0.06809	37.7
3	0.23807	37.7
1	0.19583	37.7
3	0.35139	37.7
3	0.47614	37.7
1	0.10288	37.8
1	0.06561	37.8
1	0.15755	37.8
3	0.3002	37.8
3	0.13419	37.8
3	0.28131	37.8
3	0.38469	37.8
1	0.08598	37.8
1	0.18588	37.8
1	0.25895	37.9
2	0.07555	37.9
2	0.16302	37.9
2	0.25249	37.9
1	0.07008	37.9
3	0.49652	37.9
2	0.20974	37.9
2	0.1506	37.9
2	0.15656	37.9
2	0.25199	38
2	0.25249	38
2	0.21223	38
1	0.11779	38
1	0.05219	38
1	0.23559	38
3	0.20825	38
1	0.17247	38
1	0.08648	38
1	0.14513	38
3	0.2326	38
2	0.26839	38
1	0.13419	38
1	0.14165	38.1
2	0.12575	38.1
2	0.16799	38.1
2	0.24205	38.2
2	0.44533	38.3
2	0.42495	38.3
1	0.26988	38.4
1	0.05964	38.4
1	0.16153	38.4
2	0.1834	38.4
2	0.31312	38.4
3	0.36829	38.4
2	0.27783	38.4
2	0.27734	38.4
1	0.10586	38.5
2	0.24453	38.5
2	0.43141	38.5
1	0.11233	38.5
1	0.05219	38.5
3	0.46372	38.5
2	0.22614	38.5
3	0.39066	38.6
3	0.40557	38.6
3	0.45924	38.6
1	0.11531	38.6
3	0.43141	38.7
1	0.05268	38.7
1	0.09841	38.7
3	0.31312	38.7
1	0.12127	38.7
3	0.31213	38.7
3	0.45726	38.8
2	0.19085	38.8
3	0.4836	38.8
2	0.19732	38.8
1	0.14264	38.8
2	0.17793	38.8
2	0.2833	38.8
3	0.47316	38.8
3	0.4836	38.8
2	0.14115	38.8
1	0.05765	38.9
1	0.06759	39
1	0.14115	39
1	0.07604	39
3	0.20577	39
1	0.08847	39
3	0.14115	39
3	0.0994	39
3	0.10835	39.1
1	0.29821	39.1
3	0.40905	39.1
1	0.06312	39.1
1	0.25	39.1
3	0.31461	39.1
1	0.17843	39.1
1	0.17893	39.1
3	0.0825	39.1
3	0.19881	39.1
1	0.05616	39.1
1	0.06958	39.1
1	0.12773	39.1
1	0.17644	39.1
3	0.25596	39.1
2	0.07455	39.1
1	0.1168	39.1
2	0.31014	39.1
1	0.15159	39.1
3	0.34592	39.1
1	0.32753	39.1
3	0.10835	39.1
1	0.09443	39.1
1	0.25447	39.1
1	0.25447	39.1
1	0.10288	39.1
1	0.35736	39.1
1	0.11829	39.2
1	0.16451	39.2
1	0.22565	39.2
1	0.14016	39.2
1	0.39414	39.2
1	0.05467	39.2
3	0.39264	39.2
1	0.24503	39.2
3	0.37525	39.2
1	0.0999	39.2
1	0.32157	39.2
3	0.37028	39.2
3	0.45726	39.2
3	0.46918	39.2
3	0.18141	39.2
1	0.2341	39.2
3	0.47266	39.2
3	0.24254	39.2
3	0.4339	39.2
1	0.05616	39.6
1	0.2326	39.6
1	0.05666	39.6
1	0.07803	39.6
1	0.19682	39.6
1	0.17694	39.6
2	0.31213	39.6
1	0.07505	39.6
1	0.11879	39.6
1	0.11879	39.6
1	0.26044	39.6
1	0.13817	39.6
2	0.16252	39.6
1	0.13767	39.6
1	0.25646	39.6
1	0.07505	39.6
1	0.07256	39.6
1	0.13121	39.6
1	0.06958	39.6
1	0.14414	39.6
1	0.19533	39.6
1	0.19533	39.6
1	0.05119	39.7
1	0.11083	39.7
1	0.19682	39.7
1	0.08797	39.8
1	0.10537	39.8
1	0.10586	39.8
1	0.05318	39.8
1	0.08449	39.8
1	0.12227	39.9
1	0.16203	39.9
1	0.10189	39.9
1	0.12525	39.9
3	0.43191	39.9
2	0.1993	39.9
2	0.15855	39.9
1	0.11779	39.9
1	0.09394	40
2	0.16501	40
2	0.11034	40
2	0.08549	40
2	0.15855	40
1	0.25596	40
2	0.07157	40
2	0.35984	40
2	0.37276	40
2	0.36083	40
2	0.35338	40
3	0.45626	40
2	0.09543	40
2	0.08499	40
2	0.1327	40.1
2	0.21322	40.1
3	0.20378	40.1
3	0.24404	40.2
1	0.12127	40.2
3	0.46421	40.2
2	0.38966	40.2
1	0.10139	40.2
2	0.35934	40.2
2	0.34294	40.2
2	0.20179	40.2
1	0.08151	40.2
1	0.11531	40.2
1	0.11431	40.2
2	0.32058	40.2
3	0.17793	40.2
1	0.09145	40.2
3	0.13569	40.2
1	0.11233	40.2
2	0.15755	40.3
3	0.3494	40.3
2	0.21471	40.3
1	0.07008	40.3
3	0.36779	40.3
3	0.25795	40.3
1	0.09294	40.3
3	0.18241	40.3
3	0.24851	40.3
3	0.22167	40.3
2	0.11879	40.3
3	0.30268	40.3
3	0.27435	40.3
2	0.20726	40.3
3	0.30815	40.3
3	0.24254	40.3
3	0.21322	40.3
2	0.14712	40.3
2	0.10288	40.3
2	0.06461	40.3
2	0.13867	40.3
2	0.09245	40.3
2	0.15855	40.3
1	0.06561	40.3
1	0.10984	40.3
1	0.10934	40.3
2	0.1004	40.3
3	0.32555	40.3
2	0.19483	40.3
1	0.08549	40.3
2	0.10934	40.3
2	0.12823	40.3
3	0.30467	40.3
3	0.20974	40.3
1	0.05865	40.3
2	0.15805	40.4
1	0.084	40.4
2	0.10288	40.4
2	0.24056	40.4
1	0.06461	40.4
1	0.07654	40.4
2	0.07555	40.4
3	0.34195	40.4
2	0.15358	40.4
2	0.14811	40.4
2	0.20974	40.4
3	0.35686	40.4
2	0.15457	40.4
2	0.24901	40.4
1	0.09543	40.4
1	0.09245	40.4
2	0.35537	40.4
1	0.20875	40.4
2	0.14662	40.4
1	0.12177	40.4
3	0.42495	40.4
1	0.07256	40.5
3	0.38469	40.5
2	0.20626	40.5
2	0.08101	40.5
2	0.13171	40.5
2	0.11382	40.5
2	0.17594	40.5
1	0.07058	40.5
3	0.19384	40.5
1	0.05517	40.5
1	0.18837	40.5
1	0.14712	40.5
1	0.14563	40.5
1	0.11431	40.5
1	0.18091	40.5
3	0.15855	40.5
1	0.06859	40.6
1	0.07107	40.6
1	0.07058	40.6
1	0.1327	40.6
1	0.05616	40.6
1	0.06958	40.6
1	0.09443	40.6
1	0.06909	40.7
1	0.11431	40.7
1	0.11431	40.7
1	0.15905	40.7
1	0.11382	40.7
1	0.15109	40.7
2	0.06759	40.8
2	0.06561	40.8
1	0.10089	40.8
2	0.07555	40.8
3	0.43887	40.8
3	0.44632	40.8
2	0.25497	40.8
3	0.45775	40.8
1	0.18837	40.8
3	0.25596	40.8
2	0.1993	40.8
3	0.2992	40.8
2	0.22217	40.8
1	0.05567	40.8
2	0.35785	40.9
2	0.17048	40.9
2	0.14414	40.9
3	0.28181	40.9
2	0.19284	40.9
3	0.26541	40.9
2	0.19483	40.9
1	0.09394	40.9
2	0.10586	40.9
2	0.10089	40.9
2	0.08101	40.9
3	0.23907	40.9
2	0.15855	40.9
2	0.13469	40.9
2	0.1998	41
1	0.05268	41
1	0.06262	41
2	0.21322	41
1	0.05467	41
1	0.0999	41
3	0.1332	41
2	0.1496	41.1
2	0.14264	41.1
2	0.26044	41.1
2	0.21571	41.1
1	0.0835	41.1
2	0.26193	41.1
2	0.15457	41.1
1	0.1004	41.1
1	0.13022	41.2
1	0.18738	41.2
1	0.18638	41.2
2	0.21024	41.3
1	0.06412	41.3
2	0.10835	41.3
